category,rank,item_name,variant_name,filename,width,height,sha256,source,source_path,category_token,category_index,original_filename,notes
bodies,1,Anniversary Banner Jpg,Default,bodies/001_anniversary_banner_jpg_default.png,80,80,7683e6d28b45e426f76b6733d9b77342e1175b2f92b96afa3ee10cce10c39552,julez64_images_zip,images/small/battle_cars_anniversary_banner.jpg,battle_cars,-1,battle_cars_anniversary_banner.jpg,category_from_filename_prefix
bodies,2,Anniversary Topper Jpg,Default,bodies/002_anniversary_topper_jpg_default.png,80,80,3a27e8c4d4b844be2641f671c99430f34166ecdcc273992ee9b9787b2f258227,julez64_images_zip,images/small/battle_cars_anniversary_topper.jpg,battle_cars,-1,battle_cars_anniversary_topper.jpg,category_from_filename_prefix
bodies,3,Anniversary Banner Jpg,Default,bodies/003_anniversary_banner_jpg_default.png,256,256,ac593c54314ef15068e43850acc0fb21d6cbcefc59171af0598d38674840e5e7,julez64_images_zip,images/large/battle_cars_anniversary_banner.jpg,battle_cars,-1,battle_cars_anniversary_banner.jpg,category_from_filename_prefix
bodies,4,Anniversary Topper Jpg,Default,bodies/004_anniversary_topper_jpg_default.png,256,256,f719e57ebf02b62d4dcd9c505dd28225eb25c06c9a41297adca9ce0c5c50d222,julez64_images_zip,images/large/battle_cars_anniversary_topper.jpg,battle_cars,-1,battle_cars_anniversary_topper.jpg,category_from_filename_prefix
paint_finishes,18,Metallic,Default,paint_finishes/018_metallic_default.png,256,256,e29594821ef9d34ed330ff8d0e74995c2e7406217234d9a7a69e80337f1e2ed4,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Paint/Metallic/Default.png,paint,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
paint_finishes,19,Moon Rock,Default,paint_finishes/019_moon_rock_default.png,256,256,609fe7cf9de33f86236402a43599bda9bba6f6d57bc705ec67512c5132eb8dfa,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Paint/Moon Rock/Default.png,paint,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
paint_finishes,20,Pearlescent (Matte),Default,paint_finishes/020_pearlescent_matte_default.png,1024,1024,1ff1181b9a45a7913c17172a0bb57c22978f3a109b393bbd34758a14d38ab49c,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Paint/Pearlescent (Matte)/Default.png,paint,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
paint_finishes,21,Pearlescent,Default,paint_finishes/021_pearlescent_default.png,256,256,155065dfbb7acf0391f743e0799d64cfccdff6b1c10b2f74e7e36c54e4681040,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Paint/Pearlescent/Default.png,paint,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
paint_finishes,22,Semigloss,Default,paint_finishes/022_semigloss_default.png,256,256,e92eba6946ff4b048f6a8b03d6e25c61bdf1c07ab057c6379fcfdbe0f3ae0837,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Paint/Semigloss/Default.png,paint,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
paint_finishes,23,Sun Damaged,Default,paint_finishes/023_sun_damaged_default.png,256,256,bfa1c7bb99f9629ea03488a2bcf8c73086b42496fc305ffc6a0219f5faa46f5c,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Paint/Sun-Damaged/Default.png,paint,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
paint_finishes,24,Toon Glossy,Default,paint_finishes/024_toon_glossy_default.png,256,256,aff244815604d9c8bf96b23de167cee9c6af49d1c0b167f0d76559c9c020b67b,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Paint/Toon Glossy/Default.png,paint,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
paint_finishes,25,Toon Matte,Default,paint_finishes/025_toon_matte_default.png,256,256,35dc002efa1f344bab82757975c1bbad2aa933bfe76f85511fe963b4e2c82e86,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Paint/Toon Matte/Default.png,paint,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
paint_finishes,26,Toon Wood,Default,paint_finishes/026_toon_wood_default.png,256,256,57e5a412dc3f0e4b68ef22767a0de129031a6de0b2ef789a7af2798a7443e67c,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Paint/Toon Wood/Default.png,paint,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
paint_finishes,27,Wood,Default,paint_finishes/027_wood_default.png,256,256,1b57aad56f99724754de1c8fb77cf12e8b1054e11ee24a01eb6df5c5d644f97c,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Paint/Wood/Default.png,paint,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
paint_finishes,28,Zebra,Default,paint_finishes/028_zebra_default.png,220,220,395547ede9affc8b9918ae5d376e32fd3c2b86251dc56a11178394645260917e,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Paint/Zebra/Default.png,paint,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
titles,1,All,Default,titles/001_all_default.png,128,128,7614343ff811c71e1a6a93bb7cae33762a99141339fdcc4c6c1cc59dbe024f3c,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Titles/All/Default.png,titles,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,1,Angel Wings,Default,toppers/001_angel_wings_default.png,220,220,9895046ca3c0305b80f0562f09ad7f143fa808842740f88104686501ff9bb6a4,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Angel Wings/Default.png,topper,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,2,Antlers,Default,toppers/002_antlers_default.png,220,220,0a5c591aac8f044e63310694c907ea7eebd2859faddae633ddc152bdba5d60e1,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Antlers/Default.png,topper,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,3,Baseball Cap,Default,toppers/003_baseball_cap_default.png,220,220,1538b70504c004bb41abbc77bb4e11267c80c2658f4b8c9644a420133dc6ab16,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Baseball Cap/[B]/Default.png,topper,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,4,Baseball Cap,Default,toppers/004_baseball_cap_default.png,220,220,0feda9029d65ed94d089ac6b113a0198e854df050074d24fb5170c76a80b1bb6,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Baseball Cap/[F]/Default.png,topper,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,5,Battle Cars Anniversary,Default,toppers/005_battle_cars_anniversary_default.png,220,220,57c907052c290d0a528c8054ab56bd9fc9b17f06b9b66780006f2cccf24f3428,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Battle-Cars Anniversary/Default.png,topper,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,6,Beret,Black,toppers/006_beret_black.png,256,256,424c3581b152ae6205655b2f20486a1c53c3041323aa3d12aa758b489fcc5f00,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Beret/Black.png,topper,1,Black.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,7,Beret,Burnt Sienna,toppers/007_beret_burnt_sienna.png,256,256,86c9bc61b32fd78232f152fdaf391a7a52703a4abadbecb75604bb01d624142b,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Beret/BurntSienna.png,topper,1,BurntSienna.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,8,Beret,Cobalt,toppers/008_beret_cobalt.png,256,256,ab6178004de6af4fdb4cafd6068d2a3769a68a1b07d55eacb84f5f930940a35e,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Beret/Cobalt.png,topper,1,Cobalt.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,9,Beret,Crimson,toppers/009_beret_crimson.png,256,256,bd9fc37840f56dfaa53aa34c767192c6fa4233a9377bb220f09cd2ec209f40f8,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Beret/Crimson.png,topper,1,Crimson.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,10,Beret,Default,toppers/010_beret_default.png,256,256,c1d735a69e1c40568c50f56974224ca0cc15a24bf97f1ba1677cb4dd6ddf0c88,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Beret/Default.png,topper,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,11,Beret,Forest Green,toppers/011_beret_forest_green.png,256,256,77eb0596a3a1b29ab4f8093610576c44d6c4451194488e8e85925aa6965aeefb,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Beret/ForestGreen.png,topper,1,ForestGreen.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,12,Beret,Grey,toppers/012_beret_grey.png,256,256,379e13a861529e5bef5f431dac98d58df969588f475d9a4699f05b88edbbae7c,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Beret/Grey.png,topper,1,Grey.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,13,Beret,Lime,toppers/013_beret_lime.png,256,256,c0420e9d690946143da542e456f41e8094af5d8ce15ec561874621c27753e13b,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Beret/Lime.png,topper,1,Lime.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,14,Beret,Orange,toppers/014_beret_orange.png,256,256,d1c9389e462caadd6dfbc257b1b73e9003de148a9a7efc4bbae78de1eddcd446,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Beret/Orange.png,topper,1,Orange.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,15,Beret,Pink,toppers/015_beret_pink.png,256,256,94e53a66f9e2ac91f0f4e7ad2a1c0732f64716bfc1d66913eaf68be21fc3cf1a,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Beret/Pink.png,topper,1,Pink.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,16,Beret,Purple,toppers/016_beret_purple.png,256,256,f572bc1907a230908197f3d2dfc9537f995f2b86c94a2d02e10c4787055b0948,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Beret/Purple.png,topper,1,Purple.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,17,Beret,Saffron,toppers/017_beret_saffron.png,256,256,f999665708615400f5031dca1f6c6896830a5107608f915ecf7158500c99608d,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Beret/Saffron.png,topper,1,Saffron.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,18,Beret,Sky Blue,toppers/018_beret_sky_blue.png,256,256,832201a12b8e593f08e24b114b0a87a77dddca7142587017be7a7e764a32f3c3,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Beret/SkyBlue.png,topper,1,SkyBlue.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,19,Beret,Titanium White,toppers/019_beret_titanium_white.png,256,256,7d5e0d1729bfe8babce4781d6044e2cd4f5980f7b6e1f574b6817777170d447a,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Beret/TitaniumWhite.png,topper,1,TitaniumWhite.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,20,Biker Cap,Default,toppers/020_biker_cap_default.png,220,220,77365ea4db563eb58355ba4c8a38d0e0605335a5ff7415736238cd78cadf2c2b,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Biker Cap/Default.png,topper,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,21,Birthday Bash,Default,toppers/021_birthday_bash_default.png,220,220,1081008e27d72a7760450211d2ca656da3e94525e4b8f9a9fac9b1eab13d53ee,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Birthday Bash/Default.png,topper,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,22,Birthday Cake,Black,toppers/022_birthday_cake_black.png,256,256,c8101b921021512fafad578c7dc60c2b51fcc2d2e571f9e5170cec887ff783a9,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Birthday Cake/Black.png,topper,1,Black.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,23,Birthday Cake,Burnt Sienna,toppers/023_birthday_cake_burnt_sienna.png,256,256,ead6b7426b0b3e1832d7d59764e175b28ee4e7c64b52b37c79cfe5ec8362377a,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Birthday Cake/BurntSienna.png,topper,1,BurntSienna.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,24,Birthday Cake,Cobalt,toppers/024_birthday_cake_cobalt.png,256,256,965c51481a7374b663f92a0cf9a5d7f1e127077c41ce01ccf316794ad3e57210,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Birthday Cake/Cobalt.png,topper,1,Cobalt.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,25,Birthday Cake,Crimson,toppers/025_birthday_cake_crimson.png,256,256,f2dba58fbb0cfca25841be82224dfbb50d1a75cd9295bcb519e9c609955d9688,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Birthday Cake/Crimson.png,topper,1,Crimson.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,26,Birthday Cake,Default,toppers/026_birthday_cake_default.png,256,256,ef21289b53e591be1be7d63111a2007a11427b699dfe60cdacee00506267b749,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Birthday Cake/Default.png,topper,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,27,Birthday Cake,Forest Green,toppers/027_birthday_cake_forest_green.png,256,256,11061fdda92764afd8f1e1154075b8faa709d5b876820a0fe725cbc86d435c22,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Birthday Cake/ForestGreen.png,topper,1,ForestGreen.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,28,Birthday Cake,Grey,toppers/028_birthday_cake_grey.png,256,256,39385d8f46e662f38525658ced1d9676f4bea5d3904b342ad066fe2e091a3066,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Birthday Cake/Grey.png,topper,1,Grey.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,29,Birthday Cake,Lime,toppers/029_birthday_cake_lime.png,256,256,54a085d11435129255291cc40fc77571737542c3706a401873abfa9a3ad4829c,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Birthday Cake/Lime.png,topper,1,Lime.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
toppers,30,Birthday Cake,Orange,toppers/030_birthday_cake_orange.png,256,256,a1c7ed9774d917ac74318628c5f73fd28541cf3e817d9d31e89b00c26504a917,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Topper/Birthday Cake/Orange.png,topper,1,Orange.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,1,16 Batmobile,Default,wheels/001_16_batmobile_default.png,220,220,c01058057df904058035c5f3542931245fb103a536f34af084e9cfaa54a04bea,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/16 Batmobile/Default.png,wheel,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,2,70 Dodge Charger Rt,Default,wheels/002_70_dodge_charger_rt_default.png,220,220,9f55e1756d00ad141ce557540ca6b1abd7b1f37694ec60d97f9b30138f39f841,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/70 Dodge Charger RT/Default.png,wheel,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,3,89 Batmobile,Default,wheels/003_89_batmobile_default.png,220,220,361697219805431f89c5c4872f8a563a54af9176d65909737db97d71e43243d5,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/89 Batmobile/Default.png,wheel,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,4,99 Nissan Skyline Gt R R34,Default,wheels/004_99_nissan_skyline_gt_r_r34_default.png,220,220,f151d6fbdc49eb8f7205927eb8f0985411f6da4b1d0179213a2a19ddff292cc0,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/99 Nissan Skyline GT-R R34/Default.png,wheel,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,5,ARA 51,Black,wheels/005_ara_51_black.png,256,256,f93025c0ace9c18459775c899cd0a8910b0b2739c2b69181bc8837b2e8410fcd,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/ARA-51/Black.png,wheel,1,Black.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,6,ARA 51,Burnt Sienna,wheels/006_ara_51_burnt_sienna.png,256,256,6d2e81c9c7ac398ad69a7f754432dfdd7e96eb3728613f0ba8c9b6234c81c2d7,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/ARA-51/BurntSienna.png,wheel,1,BurntSienna.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,7,ARA 51,Cobalt,wheels/007_ara_51_cobalt.png,256,256,d73ed67e11b54faa676c70d001c019402990173a6930ffc4687ec11aded0dd36,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/ARA-51/Cobalt.png,wheel,1,Cobalt.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,8,ARA 51,Crimson,wheels/008_ara_51_crimson.png,256,256,4506efdc057a3b37e469864bb19fd5e0359d7e33e57645b316a1f9e2b05546ef,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/ARA-51/Crimson.png,wheel,1,Crimson.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,9,ARA 51,Default,wheels/009_ara_51_default.png,220,220,2c9a1b99db3f5055ada0b53a3f3764284f12da33d1ec5054a6847d9b953f766f,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/ARA-51/Default.png,wheel,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,10,ARA 51,Forest Green,wheels/010_ara_51_forest_green.png,256,256,05dea696f4c10836ef13c42cfc0089897136499e98eed022f5510a1ed42cf41f,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/ARA-51/ForestGreen.png,wheel,1,ForestGreen.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,11,ARA 51,Grey,wheels/011_ara_51_grey.png,256,256,ba350f5e9f349092155c77c23771d509a0e9408d9058d9a9334d5e116f4742f4,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/ARA-51/Grey.png,wheel,1,Grey.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,12,ARA 51,Lime,wheels/012_ara_51_lime.png,256,256,2d2173e74299c33aac248f8f90132e3a0e78a782df0d500673f78bb0cc244b3a,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/ARA-51/Lime.png,wheel,1,Lime.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,13,ARA 51,Orange,wheels/013_ara_51_orange.png,256,256,5e4faee96fa0b09943100a85292f4ffa510e26a3b0b9118145260979ea43ae00,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/ARA-51/Orange.png,wheel,1,Orange.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,14,ARA 51,Pink,wheels/014_ara_51_pink.png,256,256,a609f1451590094c46f3451aea351cb939bbb39a0e563dde2afc653c4c35708f,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/ARA-51/Pink.png,wheel,1,Pink.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,15,ARA 51,Purple,wheels/015_ara_51_purple.png,256,256,e2c67b3da45ac1e1009d83bee152f452675a1c599d0c0e1cd2b463a921e8b379,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/ARA-51/Purple.png,wheel,1,Purple.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,16,ARA 51,Saffron,wheels/016_ara_51_saffron.png,256,256,de34ea702283d382892f78fa375d128fde5e7b2dc914a5beb5c2ecf48962be6f,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/ARA-51/Saffron.png,wheel,1,Saffron.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,17,ARA 51,Sky Blue,wheels/017_ara_51_sky_blue.png,256,256,c1ef4bbef413587a605f2222d5e787b4f190707f97616e7220fc838357e4fc0a,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/ARA-51/SkyBlue.png,wheel,1,SkyBlue.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,18,ARA 51,Titanium White,wheels/018_ara_51_titanium_white.png,256,256,5ef7ef03a3d8e2ab4dd48fba3023e03d80ae9f80ec9de49cb78d4d3680c0c1d6,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/ARA-51/TitaniumWhite.png,wheel,1,TitaniumWhite.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,19,Aero Mage,Default,wheels/019_aero_mage_default.png,220,220,6e02221e5d6750962150c38696c5b3089240ca816d43e1c237f032fe824cc2be,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/Aero Mage/Default.png,wheel,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,20,Aether,Default,wheels/020_aether_default.png,220,220,b320f02ce565952aa72d0b7a6ab6aaf612e80ebb5fa12730529b280073b8ccf9,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/Aether/Default.png,wheel,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,21,Aftershock,Default,wheels/021_aftershock_default.png,220,220,f5e3364a1281431acbcfd5b5dd3f8298078ecf99c36f026fc331e2dae3a05647,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/Aftershock/Default.png,wheel,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,22,Alchemist,Black,wheels/022_alchemist_black.png,256,256,058c4c629a18eed022558d5d3db14e083b7d640e33b76b6724fd326cb9d239f9,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/Alchemist/Black.png,wheel,1,Black.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,23,Alchemist,Burnt Sienna,wheels/023_alchemist_burnt_sienna.png,256,256,e13f44916082a0ea0270c576ac5ab0f9a72f35d1fe8f48ad96cfdad7cef25365,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/Alchemist/BurntSienna.png,wheel,1,BurntSienna.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,24,Alchemist,Cobalt,wheels/024_alchemist_cobalt.png,256,256,ce916f84f2de7d2990af8475fbccb9a63813284dcae518609ac6272e94e1c09f,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/Alchemist/Cobalt.png,wheel,1,Cobalt.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,25,Alchemist,Crimson,wheels/025_alchemist_crimson.png,256,256,f71ee8fa08c4fc7036e7ff806140eb5d9c2ec997b770d013a8fb9ec4e6edbda0,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/Alchemist/Crimson.png,wheel,1,Crimson.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,26,Alchemist,Default,wheels/026_alchemist_default.png,134,134,c1b56828d0921b28eb446babe2f1d7a7b24483fd6cb1e74e0164f2dd154d4537,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/Alchemist/Default.png,wheel,1,Default.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,27,Alchemist,Forest Green,wheels/027_alchemist_forest_green.png,256,256,1db2ae83718ee7533747c7f3aa0243ce75ce138c8d81925345cb86ca7bab254a,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/Alchemist/ForestGreen.png,wheel,1,ForestGreen.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,28,Alchemist,Grey,wheels/028_alchemist_grey.png,256,256,11e78cb2289431f366637b1094d221f3f97ee3dd25be753efd5490cc4c3680e9,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/Alchemist/Grey.png,wheel,1,Grey.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,29,Alchemist,Lime,wheels/029_alchemist_lime.png,256,256,4342e202faa9695fbfe389d8df966d6ef6c898f15c5da38b6fd5fea0cf82f9e6,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/Alchemist/Lime.png,wheel,1,Lime.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
wheels,30,Alchemist,Orange,wheels/030_alchemist_orange.png,256,256,1438ac1caa1202f8cafdbf0b39b4d202eb8972040d6f88309a153f624e8d4327,enzanki_repo_zip,rocket-league-item-images-enzanki-ars/Rocket League Item Images/Wheel/Alchemist/Orange.png,wheel,1,Orange.png,category_from_exact_path_segment; item_from_folder; variant_from_filename
